line_no,news_id,source,title,old_decision,new_decision,new_category,new_risk_tier,changed,new_reason_codes
2206,ec05ec9567a11466f5010ec2c8bcc32e,TASS,В аэропорту Саранска ввели временные ограничения,review,hard_block,airport,red,True,manual_airport_hard_block
2301,f9dabd9ac69e9a8ca2b990b4a0163d76,TASS,Ракетную опасность ввели на территории Липецкой области,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
2302,0572f441bdb3563282b62d49919ca1c5,TASS,Лидер фракции ХДС/ХСС отверг вариант досрочной отставки Мерца с поста канцлера,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
2303,f3f08e4d049673bd2b2199f0f96b39ed,TASS,Марочко сообщил о наступлении ВС РФ на юго-востоке и юго-западе у Новой Сечи,hard_block,hard_block,WAR_OPERATIONAL,red,True,"combat:вс рф,military_phrase:вс рф,вс рф"
2304,81229e69d7e4eb28ad19ca39d6341165,TASS,В Воронежской области объявили ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
2305,0dabb181d5ab39dc27998edd7b635cc6,TASS,В Орловской области объявили ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
2306,8a15dc53c0d5910de85a9e90ef056b72,TASS,ABC узнал о снятии с должности координирующего помощь Украине генерала США,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
2501,2740c5952148f028efb83dd34ad75bb2,TASS,В Самарской области ввели режим беспилотной опасности,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
2502,48adc39a254dc1a9442e484d1b3cbc2a,TASS,На Крымском мосту временно перекрыли движение автомобилей,hard_block,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
2601,dde6b959f687b1de44171ef83573643f,TASS,ЛДПР предложила ввести единый стандарт медпомощи для силовиков,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
2602,4f38f019aeaef27ca6db6ef06b03e423,TASS,Осенние каникулы у некоторых школьников будут длиннее зимних,allow,allow,,green,False,primary:social
2603,aea0c91ad2b0278ffb1429be2cf48072,TASS,Беспилотную опасность объявили в Татарстане,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
2604,8bd13f7147fc3f2207b66cdfaf0cc2e7,TASS,В Калужской области объявили ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
2605,cfe01c39e051218f059dc7d5b0d2de60,TASS,Пентагон обнародовал пятый массив архивных данных об НЛО,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
2608,f9dabd9ac69e9a8ca2b990b4a0163d76,TASS,В Липецкой области ввели ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
2801,9fa882584474c1caefa355f170bdac85,TASS,Временные ограничения ввели в аэропорту Краснодара,review,hard_block,airport,red,True,manual_airport_hard_block
2802,ecb0883d58ef4c7bf2a8a2a0a830bc64,TASS,Стасишин сравнил качество жилья в США и в России,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
2901,97cf8a877c89d09475dd03f8174a4f59,TASS,В Чувашии объявили режим опасности атаки БПЛА,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
2902,0f7fe62b6526d6f370c0768bbfde8848,TASS,"Хуснуллин сообщил о значительном улучшении ситуации на трассе ""Новороссия""",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
2907,aea0c91ad2b0278ffb1429be2cf48072,TASS,В Татарстане объявили беспилотную опасность,review,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
3103,9fa882584474c1caefa355f170bdac85,TASS,В аэропорту Краснодара ввели временные ограничения,review,hard_block,airport,red,True,manual_airport_hard_block
3201,4662bc4ee44c8431d3956a31d708ce5a,TASS,Аэропорт Самары приостановил прием и выпуск рейсов,review,hard_block,airport,red,True,manual_airport_hard_block
3202,1086c77ee8cdcb2beed71069a6dfb903,TASS,Экс-министра ВВС США лишили доступа к секретным данным,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
3501,eafa5e5feb1c3b83b0fb57140ecc81ab,TASS,"Мирошник: Киев и Запад ""ушли на каникулы"" по теме якобы похищенных РФ детей",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
3502,ffdca3b6d60f1debbdf11e351c6b34b2,TASS,"В Сахалинской области зафиксировали землетрясение магнитудой 5,3",skip,allow,,green,True,"out_of_scope:disaster,green_forced_to_allow"
3601,9a20bad956cdc86867e9a02af1846b27,TASS,Марочко сообщил о зачистке ВС РФ местности у Иволжанского,hard_block,hard_block,WAR_OPERATIONAL,red,True,"combat:вс рф,military_phrase:вс рф,вс рф"
3701,13cd8a3ece03cea55fec935e4c4317c0,TASS,Дефицит бюджета Украины в 2026 году составит рекордные 35% ВВП,allow,allow,,green,False,primary:labor_economy
3702,da950bd974aa02bd8a6c2e5f242d128a,TASS,В Киеве произошли взрывы,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
3703,87734bf063a0d1a75f202ccd37b5deb0,TASS,В Киеве объявили воздушную тревогу,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
3704,676c83885aac3360453bb273028b8811,TASS,У Сахалина из-за разлива ГСМ загрязнено почти 60 тыс. кв. м,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
3801,7b0cf1c881b48f423f544c6780175033,TASS,Аэропорты Казани и Чебоксар приостановили прием и выпуск рейсов,review,hard_block,airport,red,True,manual_airport_hard_block
3802,1eedc8f5dd3607f6e8ae787a202e549f,TASS,"Сын Усольцевой рассчитывает, что его пропавшие в тайге родные живы",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
3809,ffdca3b6d60f1debbdf11e351c6b34b2,TASS,"В Сахалинской области произошло землетрясение магнитудой 5,3",skip,allow,,green,True,"out_of_scope:disaster,green_forced_to_allow"
3826,81229e69d7e4eb28ad19ca39d6341165,TASS,В Воронежской области объявляли ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
3901,ed09cc63e343bc2805f02ca9cbf71220,TASS,"Диетолог Гречинская посоветовала, какие продукты лучше есть в жару",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
4001,e09c65ee2c3511eae2cdd960111e302b,TASS,В ЛДПР предложили выделять детям участников СВО дополнительные места в вузах,hard_block,hard_block,WAR_OPERATIONAL,red,False,сво
4002,611b962150102bf095b5c8c527ce4048,TASS,Онколог Олькин напомнил о бесплатной химиотерапии по ОМС,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
4003,f95cf646333156b0408cb1308c9a10b5,TASS,В Оренбургской области объявили опасность атаки БПЛА,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
4010,676c83885aac3360453bb273028b8811,TASS,У Сахалина из-за разлива ГСМ загрязнено почти 60 тыс. кв. м акватории,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
4101,17944518d6dd3d2e9b99e56efac26323,TASS,"NYT узнала, что США ищут способы сменить руководство Кубы по сценарию Венесуэлы",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
4124,8bd13f7147fc3f2207b66cdfaf0cc2e7,TASS,В Калужской области объявляли ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
4201,6141896b3da23ad2317f064d52605aad,TASS,"Сальдо рассказал, на чем держится украинская система власти",review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
4401,0bcf0f2d04b920a2569482d9b72c9db9,TASS,В Мордовии объявили ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
4402,c8a0473440c5ccf66f28f499e3aa32a7,TASS,В Самарской области объявили ракетную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,True,manual_war_operational_hard_block
4404,17944518d6dd3d2e9b99e56efac26323,TASS,NYT узнала о поиске США кандидата на пост главы Кубы по венесуэльскому сценарию,review,allow,NON_TOPICAL,green,True,"unknown_topic_low_signal,green_forced_to_allow"
